user_idx,recourse,cost,elicitation,length,mixture_class,model_score
86,1,284.16884457716236,0,5,1,0.096577786
87,1,252.93099113109537,0,6,2,0.034321263
88,0,234.87909024534363,0,5,3,0.0327776
89,0,133.10506022145302,0,3,2,0.028739218
90,0,1.0,0,1,5,0.03561086
91,0,221.79575481204554,0,2,5,0.049769547
92,0,238.40098693385139,0,2,5,0.060479518
93,1,281.0733113892084,0,6,4,0.134651
94,1,465.44389802253346,0,5,5,0.092402175
95,1,299.3182526663687,0,4,5,0.124121964
96,1,164.5575722824126,0,4,0,0.105628565
97,0,12.954690810243147,0,2,3,0.016053474
98,0,179.47209178045185,0,2,0,0.015913619
99,0,11.899790278751057,0,2,3,0.014816593
100,1,329.690901239194,0,6,4,0.16899799
101,1,379.17899880011703,0,5,4,0.10909029
102,0,13.358346677845516,0,1,3,0.021586472
103,1,164.42231670527823,0,3,1,0.17618755
104,1,361.432129988256,0,5,1,0.06835926
105,1,140.24587668251354,0,4,0,0.16420212
106,0,11.22703875795698,0,1,3,0.055817436
107,1,344.18904009595315,0,6,1,0.046737384
108,1,262.08333397376987,0,5,3,0.060774542
109,1,278.7215415039041,0,4,3,0.12399859
110,0,67.01257019238984,0,2,4,0.029353952
111,0,12.141430302403581,0,2,3,0.010617291
112,1,59.72353732159357,0,4,2,0.15863009
113,0,100.92771430298943,0,2,2,0.024228636
114,0,187.10994248054706,0,2,0,0.05691141
115,1,250.15553355696807,0,6,1,0.13182347
116,1,298.2382375117328,0,4,5,0.13037491
117,1,138.60741261423092,0,4,2,0.1648828
118,0,153.45512330350064,0,3,1,0.038306
119,1,297.4846596152271,0,6,2,0.046669934
120,0,254.31879276579744,0,2,5,0.013577915
121,1,150.86353793832578,0,4,2,0.17517926
122,0,57.99018009962839,0,2,1,0.022989586
123,1,118.73652038396966,0,4,2,0.17431305
124,1,267.1287772171768,0,4,5,0.14193332
125,1,288.64834071727773,0,4,4,0.16556883
126,1,163.14022855299518,0,4,2,0.16290602
127,1,457.6257554048209,0,5,3,0.097869925
128,0,24.866847819448793,0,1,0,0.031243926
129,1,490.57533158583914,0,6,4,0.050288897
130,1,159.19179927256496,0,4,2,0.10979629
131,0,23.42392568908502,0,2,3,0.020124087
132,1,262.1643140282479,0,4,3,0.1750809
133,1,146.01461443937342,0,4,0,0.15250236
134,1,68.48288783444978,0,3,0,0.1834491
135,1,160.86598156776103,0,4,2,0.10550349
136,0,21.503304164846224,0,1,0,0.040737614
137,0,38.23356003875378,0,2,2,0.035768088
138,0,23.655010149412686,0,1,0,0.036644228
139,0,334.0441999216476,0,3,5,0.03512005
140,1,252.10818039743663,0,4,3,0.14599381
141,0,236.30893162383347,0,2,5,0.029670209
142,1,426.46100309362794,0,6,3,0.04359875
143,1,281.1854224392964,0,6,1,0.033010505
144,1,41.01491708903647,0,4,2,0.15135558
145,1,263.3134627801511,0,4,1,0.17430387
146,1,244.21098946922518,0,4,4,0.14383666
147,0,164.88069932300476,0,3,0,0.03623629
148,0,55.16768520179228,0,1,1,0.020867746
149,0,129.73638114162335,0,5,2,0.033625994
150,0,68.9218967754787,0,1,1,0.028486652
151,1,79.30224833772326,0,4,0,0.14972103
152,0,14.204057412742449,0,2,3,0.037799392
153,1,279.3452499936083,0,4,1,0.13205734
154,0,110.72735498074164,0,2,1,3.590871e-06
155,0,174.3015276709724,0,2,0,0.04080428
156,1,181.41906755431748,0,5,0,0.09007791
157,0,122.75185092971037,0,3,1,0.030037701
158,1,175.546189504526,0,4,4,0.18815356
159,0,1.0,0,1,5,0.044925913
160,0,216.91212180269076,0,2,5,0.021217277
161,1,296.33793817381763,0,5,2,0.09071094
162,0,104.69978015493841,0,2,4,3.6309716e-06
163,0,76.13853390385076,0,3,4,0.019422237
164,1,49.16763014269802,0,4,3,0.17412877
165,1,258.558957165041,0,4,3,0.14253679
166,1,474.98801225345267,0,5,5,0.08943083
167,1,422.52361275620416,0,5,0,0.056607563
168,0,85.67324045118411,0,2,2,0.045655284
169,0,126.78126555696531,0,3,1,0.03668483
170,1,464.67835513146554,0,6,0,0.05361135
171,1,314.7816755715289,0,4,5,0.15758882
172,1,277.05874027101936,0,4,4,0.15865825
173,0,105.35382831094809,0,2,5,0.017100466
174,1,383.3795183509469,0,4,5,0.14384003
175,1,136.870246935219,0,3,2,0.1774537
176,0,324.370749382655,0,3,5,0.013969622
177,1,255.7043644314645,0,4,4,0.15823153
178,0,186.7330161497472,0,2,0,0.013823282
179,0,218.9172040358018,0,2,5,0.052044693
180,0,108.13370143480283,0,2,5,3.698358e-06
181,0,75.39280091539011,0,2,4,0.10607306
182,1,343.6955502391065,0,6,1,0.109044604
183,1,161.57462220014034,0,3,5,0.19005492
184,0,14.226998719936942,0,2,3,0.08343858
185,0,38.085561700177976,0,2,2,0.012741973
186,1,438.85007866588364,0,5,3,0.09382498
187,0,226.75988249605012,0,2,5,0.027457992
188,0,19.552973638550686,0,1,3,0.03565569
189,1,203.64532709392088,0,5,4,0.17319623
190,1,262.73449357247523,0,4,1,0.1387967
191,1,316.6110417250005,0,5,2,0.13036136
192,1,485.719872621493,0,5,5,0.07689302
193,0,22.70026786633869,0,3,3,0.0734947
194,1,298.04332095483454,0,4,5,0.14462397
195,1,478.68154911861166,0,6,0,0.08040161
196,0,195.3648093464431,0,2,0,0.028187294
197,0,201.58923542241692,0,2,0,0.010282578
198,1,280.48395932252765,0,4,5,0.14792234
199,0,83.50840177160865,0,2,4,0.004806693
200,1,266.96484022831083,0,4,3,0.16736917
201,0,84.55483302689072,0,2,4,0.0049887793
202,0,111.45935530631141,0,3,4,0.01481507
203,0,52.1536226757721,0,1,1,0.022338174
204,1,130.43256212030465,0,3,2,0.17837618
205,0,228.46667758501397,0,2,5,0.03697416
206,1,293.67738820462586,0,4,1,0.17268369
207,1,184.73594683109008,0,4,0,0.120727174
208,1,152.61492131816195,0,4,2,0.15585627
209,1,292.5445723530855,0,4,1,0.14889802
210,1,255.46666222239372,0,5,3,0.08177149
211,1,109.28683300161418,0,4,3,0.10669014
212,1,265.07554929200194,0,5,3,0.14047231
213,0,17.765466335580353,0,2,3,0.05880664
214,0,110.60807495785788,0,2,4,0.0064393072
215,0,34.633068804203354,0,2,2,0.04125648
216,1,529.6647961877161,0,6,3,0.083427936
217,0,21.951923854226088,0,3,3,0.021385366
218,1,276.19767160713513,0,4,3,0.13327424
219,0,81.71432751403728,0,2,1,0.007717628
220,1,256.87289076512775,0,4,4,0.12307467
221,1,507.3952819542465,0,6,0,0.060153745
222,1,289.76700402178625,0,4,3,0.11540471
223,1,369.73931458129346,0,6,1,0.05484517
224,0,15.035643014545476,0,1,3,0.041736353
225,1,176.16378920249008,0,3,1,0.18425685
226,1,480.7409474818302,0,6,4,0.062603705
227,1,153.25818355749107,0,4,0,0.11452356
228,1,663.486973647804,0,6,5,0.12413259
229,0,226.41288624434117,0,2,5,0.03247336
230,1,421.80328028981864,0,5,4,0.13014089
231,0,115.60342806974916,0,2,4,3.4356804e-06
232,0,230.80592960376092,0,2,5,0.031148681
233,0,88.29683447140343,0,2,4,0.049607456
234,1,62.02663290719396,0,3,0,0.18739389
235,0,396.6238491648536,0,3,5,0.13813324
236,1,342.3205740412127,0,5,4,0.14692584
237,1,261.81303249159873,0,4,1,0.12183629
238,1,406.902890812226,0,5,4,0.13214068
239,0,57.102749963289696,0,1,1,0.004659343
240,0,11.549623244804383,0,1,2,0.08613393
241,1,354.9281504671586,0,6,1,0.04481505
242,0,39.76242580118212,0,2,2,0.011570947
243,0,154.9555238350093,0,2,4,0.0041787303
244,1,169.50958472553236,0,4,0,0.10853242
245,1,475.45610195305625,0,5,5,0.09972974
246,1,154.4520133224018,0,4,2,0.1379193
247,0,132.45336501776347,0,3,4,0.04938377
248,0,13.029450791028049,0,1,2,0.01858789
249,0,219.5826665322674,0,2,5,0.04002775
250,1,632.5628793854625,0,6,5,0.078499354
251,0,23.21273716572627,0,2,0,0.0404638
252,1,221.66195904303834,0,5,2,0.16491602
253,1,124.57388755838932,0,5,2,0.06747225
254,1,120.34136431511925,0,4,2,0.12172253
255,1,799.7460787208886,0,6,5,0.14624469
256,0,35.758631404785675,0,2,2,0.037376713
257,1,483.6348005357655,0,6,0,0.1019288
258,0,194.60915386085824,0,2,0,0.1266318
259,1,264.00827452243294,0,4,1,0.09858462
260,0,40.98382126726968,0,2,2,0.061066184
261,1,523.510003216903,0,6,4,0.048398796
262,1,267.1061251296617,0,6,0,0.069411926
263,1,144.68997596376926,0,4,0,0.13940108
264,0,76.49733684765994,0,1,4,0.040349316
265,1,255.5786848405489,0,6,2,0.17345333
266,0,66.63456918579031,0,1,1,0.036501832
267,1,157.66862561706168,0,4,0,0.14228567
268,0,175.01249741022156,0,3,0,0.028883237
269,1,313.30894739356154,0,6,4,0.054727875
270,1,402.37193886210673,0,5,3,0.10261367
271,1,160.69928003651427,0,4,2,0.15718108
272,0,85.6976053390742,0,2,4,0.043231227
273,1,128.78003236156079,0,3,2,0.1883943
274,1,665.2721615376028,0,5,5,0.17907842
275,0,84.81003555867281,0,2,4,0.07152284
276,1,269.8256620902151,0,4,1,0.14337412
277,1,59.29011804646584,0,3,0,0.18747857
278,0,59.451626518737626,0,1,1,0.048233587
279,0,16.133201914451405,0,2,3,0.057869945
280,0,40.38024586867194,0,2,2,0.052076533
281,1,156.91444043697987,0,5,2,0.06650945
282,1,284.64455594557035,0,4,3,0.15865354
283,1,144.37495436975087,0,4,0,0.15199338
284,1,136.95110204804348,0,4,0,0.123323984
285,0,1.0,0,1,5,0.079099245
286,1,246.56583050002445,0,4,4,0.11581474
287,0,23.573787849220814,0,2,3,3.672574e-06
288,1,147.56943934690287,0,5,2,0.05974901
289,1,168.31257162184923,0,5,4,0.13930975
290,1,145.7292340755739,0,3,5,0.18169907
291,1,313.93081974816346,0,5,4,0.18956436
292,0,29.20834913807081,0,1,0,0.037795577
293,1,470.7470096378438,0,5,3,0.1033138
294,1,257.4305209432085,0,4,3,0.11397963
295,1,587.8430232615452,0,6,3,0.044910636
296,0,16.922654976002043,0,2,3,0.15464824
297,0,225.33548596685486,0,2,5,0.065617844
298,1,327.0437553457891,0,5,4,0.07883944
299,1,164.37990269181154,0,5,2,0.061364718
