user_idx,recourse,cost,elicitation,length,mixture_class,model_score
100,1,53.948220044033235,1.0,2,3,0.3964624
101,1,288.15078635925363,1.0,4,2,0.25159967
102,1,20.210658568284504,1.0,2,2,0.47128367
103,1,3.8805614030155002,1.0,3,2,0.13613942
104,1,2.0,1.0,2,5,0.36576197
105,1,2.0,1.0,2,5,0.3833654
106,0,4.0,1.0,4,5,0.06883639
107,1,76.04584251922552,1.0,4,1,0.33127505
108,1,148.04099000565944,1.0,2,4,0.2840253
109,1,644.5795521517168,1.0,6,5,0.07401918
110,1,2.0,1.0,2,5,0.42120993
111,1,220.77852172818157,1.0,3,3,0.3537159
112,1,269.79309022329704,1.0,4,3,0.14696333
113,1,425.2253229300551,1.0,5,0,0.14358589
114,1,8.832486301154223,1.0,4,1,0.46147493
115,0,2.0,1.0,2,2,0.022331188
116,1,21.34955150968793,1.0,4,4,0.48019055
117,1,52.95583394919633,1.0,2,3,0.31852484
118,1,280.3352633820218,1.0,6,2,0.084769025
119,1,21.68248157494024,1.0,2,2,0.3703566
120,1,90.80995514411003,1.0,2,1,0.34939316
121,1,82.61964630988767,1.0,2,1,0.43557742
122,1,288.2529018787146,1.0,3,5,0.28479293
123,1,167.5103119937277,1.0,3,1,0.2090536
124,1,167.10362092267314,1.0,3,1,0.19905496
125,1,20.906798116596217,1.0,2,2,0.44399697
126,1,62.709550360727114,1.0,2,0,0.3249095
127,1,25.7006469341785,1.0,2,2,0.4146022
128,1,70.91890906921043,1.0,2,1,0.4026268
129,1,17.653931814777923,1.0,3,2,0.19107348
130,1,2.0,1.0,2,5,0.33491752
131,1,78.42863386562732,1.0,4,4,0.46669093
132,1,2.0,1.0,2,5,0.43769652
133,1,51.79954993259441,1.0,2,3,0.2670974
134,1,227.01806039629963,1.0,6,4,0.17293337
135,1,62.33119814842184,1.0,2,0,0.36640307
136,0,86.34588517533044,1.0,4,1,0.033866182
137,1,88.27392642631811,1.0,3,0,0.3691963
138,1,293.955289703703,1.0,5,4,0.19139417
139,1,287.4264490314894,1.0,3,5,0.26829195
140,1,62.693010851917066,1.0,2,0,0.3784537
141,1,65.77185487134204,1.0,2,0,0.2503694
142,0,5.0,1.0,5,5,0.065617874
143,1,129.08459982858065,1.0,2,4,0.25275496
144,1,55.04927361012907,1.0,2,3,0.26416257
145,1,65.52240620611231,1.0,2,0,0.29655823
146,1,64.6785950429905,1.0,2,0,0.2493858
147,1,195.09541758212526,1.0,5,0,0.1210822
148,1,2.0,1.0,2,5,0.41025805
149,1,18.476794724248116,1.0,2,2,0.2617119
150,1,2.0,1.0,2,5,0.30761147
151,0,119.77081532288958,1.0,5,2,0.045718074
152,1,11.469200593046248,1.0,4,1,0.4569004
153,1,200.78314865887648,1.0,3,4,0.2278112
154,1,111.75241422208347,1.0,3,3,0.2315537
155,1,78.02037355621036,1.0,2,0,0.37894154
156,1,2.0,1.0,2,0,0.39342812
157,0,155.95583469927305,1.0,4,0,0.020511592
158,0,365.4028587470135,1.0,5,3,0.040739104
159,1,330.5777771364861,1.0,5,0,0.27770957
160,1,465.44389802253346,1.0,5,5,0.09240221
161,1,131.58009461925678,1.0,2,4,0.44720507
162,1,101.04460870240906,1.0,2,1,0.41731724
163,1,50.74253345738285,1.0,2,3,0.3242603
164,1,345.9184802758115,1.0,6,1,0.07650459
165,1,213.96354613216715,1.0,3,1,0.29865432
166,1,395.10781650099074,1.0,6,1,0.06970635
167,1,257.4305209432085,1.0,4,3,0.11397963
168,0,3.0,1.0,3,4,0.019422237
169,1,5.0,1.0,5,5,0.16814342
170,1,22.83113356865654,1.0,2,2,0.26542434
171,1,17.882592124543624,1.0,2,2,0.3278534
172,1,2.0,1.0,2,0,0.42789415
173,1,2.0,1.0,2,0,0.49497673
174,1,116.83290725846845,1.0,4,4,0.33615234
175,1,2.0,1.0,2,0,0.47443533
176,1,55.81244762897671,1.0,2,3,0.43977547
177,1,2.0,1.0,2,0,0.4063317
178,1,280.59232184451224,1.0,6,1,0.083180726
179,1,73.3471630797648,1.0,2,1,0.42933586
180,1,183.7894665224277,1.0,3,1,0.21971938
181,1,2.0,1.0,2,0,0.42984045
182,1,5.391037422906289,1.0,4,1,0.46940452
183,1,2.0,1.0,2,4,0.49357435
184,1,133.02386771694788,1.0,2,5,0.40441597
185,1,2.0,1.0,2,5,0.3026049
186,1,17.65972724251509,1.0,2,2,0.36372498
187,1,117.24831633674935,1.0,4,4,0.42087322
188,0,144.087836986033,1.0,4,0,0.1266318
189,1,23.38918940496481,1.0,2,2,0.4661324
190,1,120.15833577933867,1.0,2,4,0.42222503
191,1,2.0,1.0,2,5,0.29427138
192,1,61.61824477925788,1.0,2,4,0.43413696
193,1,2.0,1.0,2,0,0.41529772
194,1,110.16496388267991,1.0,3,3,0.22715828
195,1,68.04605707900791,1.0,2,0,0.35482144
196,1,52.3867448523345,1.0,2,3,0.4413621
197,1,2.0,1.0,2,5,0.49171
198,1,289.6724379247247,1.0,5,4,0.19910139
199,1,249.997513184885,1.0,4,1,0.15337618
200,1,54.46791873412136,1.0,2,3,0.43671584
201,1,163.21823182068846,1.0,3,1,0.2067805
202,0,156.41791898397764,1.0,4,0,0.028300578
203,1,50.874782635144626,1.0,2,3,0.37135768
204,1,128.86180769934504,1.0,2,4,0.3471917
205,1,16.490987262757066,1.0,2,2,0.42341298
206,1,253.45254364535734,1.0,4,3,0.13356696
207,1,89.68780215333378,1.0,2,1,0.33080226
208,0,26.21955675058602,1.0,4,3,0.0065421276
209,1,2.0,1.0,2,5,0.4492806
210,1,22.78628537555643,1.0,2,2,0.4408764
211,1,64.09590404898111,1.0,2,0,0.3536085
212,1,96.44151071304323,1.0,4,0,0.35200328
213,1,147.24761063007068,1.0,5,2,0.084393956
214,1,53.6464886100449,1.0,2,3,0.34045577
215,1,277.79082394367424,1.0,5,2,0.10532407
216,0,34.31619392378944,1.0,4,2,0.026177756
217,1,70.82388735327513,1.0,2,1,0.33204907
218,1,22.232086346129954,1.0,2,2,0.363415
219,1,139.5667648813536,1.0,2,4,0.38247722
220,1,21.611521627222505,1.0,3,2,0.2194913
221,1,2.0,1.0,2,3,0.48752356
222,1,109.61066220885793,1.0,3,3,0.20120652
223,1,156.64384023431762,1.0,3,1,0.22248046
224,1,125.24158536708403,1.0,2,4,0.33702374
225,1,68.89410805814981,1.0,2,1,0.29666713
226,1,81.37892689369943,1.0,2,1,0.43181947
227,1,2.0,1.0,2,5,0.3523502
228,1,2.0,1.0,2,5,0.40049136
229,0,106.79334730016592,1.0,4,3,0.06763462
230,1,19.21393456954916,1.0,2,2,0.38521284
231,1,20.061453889241758,1.0,3,0,0.4168561
232,1,273.57652069211065,1.0,6,2,0.045145836
233,1,2.0,1.0,2,0,0.41858295
234,1,110.2771084648492,1.0,2,1,0.47774518
235,1,11.101471433808864,1.0,5,1,0.2861599
236,1,87.20704375307726,1.0,2,1,0.44053936
237,0,6.76194127674011,1.0,3,2,0.010617881
238,1,20.098911266096433,1.0,2,2,0.31697235
239,0,1.0,1.0,1,1,0.04645854
240,1,318.16952330711945,1.0,5,4,0.14035948
241,1,2.0,1.0,2,5,0.47650644
242,1,2.0,1.0,2,0,0.40670535
243,1,158.80304147172762,1.0,4,0,0.10797755
244,1,2.0,1.0,2,0,0.45535955
245,1,2.0,1.0,2,2,0.35947156
246,1,262.010251322148,1.0,4,4,0.16164677
247,1,99.54132568654565,1.0,2,1,0.2980926
248,1,121.31760401478122,1.0,2,4,0.333259
249,1,66.66423823436925,1.0,2,4,0.41507614
250,0,22.699751242246293,1.0,3,3,0.07349467
251,1,6.691978260711521,1.0,2,2,0.18656214
252,1,193.99990894329827,1.0,3,4,0.21889856
253,1,134.0904964510884,1.0,2,4,0.41177657
254,1,83.85699055466793,1.0,2,1,0.42024273
255,1,18.54411250758335,1.0,4,4,0.472052
256,1,94.42022448066218,1.0,2,1,0.30647072
257,1,16.929801044500557,1.0,4,4,0.48893028
258,1,18.21769049651805,1.0,2,2,0.35116285
259,1,52.690756784314814,1.0,2,3,0.28888127
260,1,55.642936262620495,1.0,2,3,0.28846988
261,1,53.84001530312778,1.0,2,3,0.429453
262,1,2.0,1.0,2,5,0.32750472
263,0,1.0,1.0,1,2,0.029342731
264,1,59.67432525314439,1.0,2,3,0.44784394
265,1,112.91698218291046,1.0,4,4,0.27954152
266,1,18.034530886440503,1.0,2,2,0.40753618
267,1,109.57735007567061,1.0,3,3,0.19205612
268,1,123.17716352856795,1.0,2,4,0.35751143
269,1,206.8782829837656,1.0,5,4,0.21493736
270,1,61.021445272921625,1.0,2,4,0.44617018
271,1,19.074688307131705,1.0,2,2,0.45926678
272,1,65.00246338867143,1.0,2,0,0.3663623
273,1,121.4852985307011,1.0,2,4,0.31655756
274,1,2.0,1.0,2,5,0.4639258
275,1,52.99312283932295,1.0,2,3,0.41595057
276,1,398.89591029765813,1.0,6,4,0.13214067
277,1,56.81747055618802,1.0,2,3,0.41803062
278,1,225.41080888634818,1.0,3,3,0.33715636
279,1,19.187318178444873,1.0,2,2,0.3644822
280,1,65.08025242437104,1.0,3,0,0.23066029
281,1,49.16242221085993,1.0,2,3,0.3622573
282,1,18.013086324997936,1.0,2,2,0.48862982
283,0,146.54894667937208,1.0,4,0,0.05439255
284,1,2.0,1.0,2,5,0.30818826
285,1,2.0,1.0,2,0,0.41162324
286,1,17.02264945944507,1.0,2,2,0.29036233
287,0,2.0,1.0,2,4,0.003916016
288,1,21.68267320909821,1.0,2,2,0.41075405
289,0,2.0,1.0,2,1,0.0457588
290,1,144.37495436975087,1.0,4,0,0.15199332
291,1,16.40419133271826,1.0,2,2,0.34793457
292,1,81.47369981945741,1.0,2,1,0.39441687
293,1,56.84430717462921,1.0,4,0,0.37186477
294,1,2.0,1.0,2,0,0.46724665
295,0,153.65660890469982,1.0,3,4,3.7405757e-06
296,1,2.0,1.0,2,1,0.49475145
297,0,2.0,1.0,2,1,0.032981217
298,1,2.0,1.0,2,5,0.36091068
299,1,276.2535082024543,1.0,5,4,0.08811139
