user_idx,recourse,cost,elicitation,length,mixture_class,model_score
241,1,2.0,0,2,5,0.47650644
242,1,64.63127010208211,0,2,0,0.40670532
243,1,158.80304147172762,0,4,0,0.10797755
244,1,73.62947722688274,0,4,0,0.45535955
245,1,18.678944602758094,0,2,2,0.35947156
246,1,262.010251322148,0,4,4,0.16164671
247,1,99.54132568654565,0,2,1,0.2980926
248,1,121.31760401478122,0,2,4,0.33325905
249,1,66.66423823436925,0,2,4,0.41507608
250,0,22.70026786633869,0,3,3,0.0734947
251,1,139.0803064576039,0,3,2,0.18656214
252,1,193.99990894329827,0,3,4,0.21889861
253,1,134.0904964510884,0,2,4,0.41177663
254,1,82.95238592242866,0,3,1,0.42024276
255,1,144.9734303165153,0,2,4,0.47205198
256,1,94.42022448066218,0,2,1,0.3064706
257,1,20.96732426562824,0,2,4,0.48893017
258,1,18.8021992418755,0,2,2,0.3511629
259,1,52.690756784314814,0,2,3,0.2888813
260,1,52.76138016243705,0,3,3,0.28846988
261,1,50.82854214075543,0,3,3,0.429453
262,1,2.0,0,2,5,0.32750472
263,0,13.61219216310099,0,1,2,0.029342731
264,1,59.67432525314439,0,2,3,0.44784394
265,1,162.37906630596405,0,5,4,0.27954152
266,1,18.64918842297402,0,2,2,0.40753618
267,1,109.57735007567061,0,3,3,0.19205615
268,1,119.89690481474713,0,3,4,0.35751137
269,1,206.8782829837656,0,5,4,0.21493736
270,1,61.021445272921625,0,2,4,0.44617018
271,1,19.71596785270868,0,2,2,0.45926684
272,1,65.00246338867143,0,2,0,0.3663623
273,1,121.4852985307011,0,2,4,0.31655756
274,1,2.0,0,2,5,0.46392575
275,1,204.61819621117007,0,4,3,0.41595057
276,1,406.902890812226,0,5,4,0.13214068
277,1,56.81747055618802,0,2,3,0.41803068
278,1,225.41080888634818,0,3,3,0.3371563
279,1,19.78739379983991,0,2,2,0.36448222
280,1,65.08025242437104,0,3,0,0.23066026
281,1,46.291900381181456,0,3,3,0.36225736
282,1,37.765371604081096,0,3,2,0.48862976
283,0,180.17890737970458,0,3,0,0.054392572
284,1,2.0,0,2,5,0.30818832
285,1,2.0,0,2,0,0.41162327
286,1,37.03273510767711,0,3,2,0.29036224
287,0,89.35441089543397,0,2,4,0.003916014
288,1,41.922950627273465,0,3,2,0.41075397
289,0,70.59885376420159,0,2,1,0.0457588
290,1,144.37495436975087,0,4,0,0.15199338
291,1,42.93110625727402,0,3,2,0.34793466
292,1,81.47369981945741,0,2,1,0.3944168
293,1,64.63435594613297,0,2,0,0.3718648
294,1,2.0,0,2,0,0.46724665
295,0,581.8849056326534,0,6,4,3.7405757e-06
296,1,53.09713511185483,0,2,1,0.4947515
297,0,128.7273487646557,0,3,1,0.032981217
298,1,2.0,0,2,5,0.36091068
299,1,276.2535082024543,0,5,4,0.08811139
